"SamplingSize","SampleID","minsplit","minbucket","maxdepth","complexity","AvgSampleDistance","ValidError","GeneralizedError","ASEMeanError","ModelTime"
18,1,2,1,30,0.01,1276.57352941153,11.3748471668656,39.4122112795797,40.2755043486713,1.43008184432983
18,2,2,1,30,1e-06,1277.04411764683,0.273283330002295,21.3380786299418,27.3596993321297,0.858048915863037
18,3,2,1,30,1e-04,1274.86764705859,0.0961041742754725,21.7196483763465,45.1489337637979,1.29907488822937
18,4,2,1,30,1e-04,1281.3970588233,0.233811790995656,58.9617887066229,139.115641922714,1.39307904243469
18,5,8,3,30,0.01,1280.63235294095,3.14355626134805,250.295008689081,240.592019232781,1.39807915687561
18,6,4,1,30,1e-06,1275.45588235271,1.1539239198069,41.532563009347,41.0915374601381,1.37107801437378
18,7,2,1,30,0.01,1276.45588235271,0.558487180804142,35.6323338660586,65.4941325408981,0.982055902481079
18,8,2,1,30,0.001,1274.69117647036,0.0534245179574444,285.940462998848,306.888606953173,1.38607907295227
18,9,2,1,30,1e-04,1275.10294117624,3.36089363851795,21.6251814272673,46.3760891412764,1.40007996559143
18,10,5,2,30,0.01,1274.45588235271,64.4218109235178,44.367155945384,64.0788933439356,1.47508502006531
18,11,7,2,30,0.01,1276.22058823506,5.87291208380065,155.638565527922,90.7066222076358,1.18306803703308
18,12,1,0,30,1e-06,1276.69117647036,2.50531191546075,143.842784959693,159.03085098968,1.06406092643738
18,13,2,1,30,1e-04,1275.69117647036,0.123488265512349,26.7099706497238,63.7148352679661,1.36507797241211
18,14,2,1,30,1e-04,1275.27941176447,0.0172791958678186,153.850201833625,210.004409339542,1.4620840549469
18,15,2,1,30,0.01,1274.86764705859,22.4329629414819,37.60656185304,69.2670375430074,1.48708486557007
18,16,2,1,30,0.01,1276.22058823506,10.0886121825248,311.226384168891,350.08291973993,1.06506109237671
18,17,2,1,30,0.01,1276.3970588233,25.8425495905014,133.459131072313,88.9945441403468,1.27507305145264
18,18,5,2,30,1e-05,1278.74999999977,4.54767679798128,207.498786811645,185.680746029269,1.69609713554382
18,19,2,1,30,0.01,1277.04411764683,10.7845597832163,63.5894816820361,62.8606637158229,1.40007996559143
18,20,5,2,30,1e-05,1275.22058823506,1.84392586382198,25.7591391768564,48.2127715677279,1.29707384109497
18,21,8,3,30,1e-05,1276.04411764683,64.0820716752371,114.652681579126,395.409927272295,0.943053960800171
18,22,2,1,30,1e-05,1283.16176470565,3.27235296218678,302.096474250469,78.9029665857916,1.41808080673218
18,23,2,1,30,0.01,1274.63235294095,6.01293969961379,94.5290280138396,70.5426620008229,1.41008114814758
18,24,17,6,30,0.01,1278.33823529389,65.0442993551444,1386.49057718775,314.910709093892,1.42308211326599
18,25,2,1,30,1e-05,1276.22058823506,1.8517073019816,52.35999614629,57.7828430211178,1.14706492424011
18,26,2,1,30,0.01,1276.22058823506,1.75653088240872,43.8186416880929,75.9190884938995,1.00005698204041
18,27,2,1,30,1e-04,1277.3970588233,2.22795271114608,39.6725316414244,276.953021640241,1.34907698631287
18,28,2,1,30,0.01,1277.63235294095,51.7174380510567,55.5717907230028,109.403906649192,1.35207796096802
18,29,2,1,30,0.01,1278.04411764683,0.414973774178888,346.478194938941,39.6540361863517,1.43408203125
18,30,2,1,30,1e-06,1276.10294117624,0.16458024712204,43.7409246220268,92.5501181537755,1.02105808258057
36,1,2,1,30,0.001,1266.93181818205,25.3896302952782,17.4616078870166,287.006122878135,2.49214220046997
36,2,4,1,30,1e-05,1266.08333333356,32.1583705916425,245.332881367388,237.269136619533,2.73415589332581
