"SamplingSize","SampleID","minsplit","minbucket","maxdepth","complexity","AvgSampleDistance","ValidError","GeneralizedError","ASEMeanError","ModelTime"
26,1,2,1,30,0.001,76.813541666667,34.3167443483199,14.117271756164,19.8382207586157,2.07411789894104
26,2,1,0,30,0.01,77.9281250000003,2.32504007033878,2.94034174169691,2.95015376282877,1.89910793304443
26,3,2,1,30,0.01,74.6052083333337,1.87413248656034,2.96240249229188,22.3540560938647,1.96111297607422
26,4,3,1,30,1e-05,75.9020833333337,1.08209417297103,3.12190853371444,2.81988838784139,2.18212485313416
26,5,2,1,30,1e-05,76.9802083333337,0.0617283950617284,3.56667341780117,27.0415163797248,2.11712098121643
26,6,2,1,30,1e-06,78.7718750000002,4.57788275844015,2.96731866458603,23.5504391139551,2.00311517715454
26,7,4,1,30,1e-05,78.5427083333337,5.16202176495037,3.62164022676853,3.25371741177328,2.22512793540955
26,8,6,2,30,1e-05,76.4645833333337,1.00277350299969,2.29198043239685,37.9177031832402,1.91210889816284
26,9,5,2,30,1e-05,76.8239583333337,2.3928285648136,3.59575500776715,3.44099163102354,1.89110898971558
26,10,2,1,30,0.01,79.8395833333337,0.954942535396161,46.8859205917905,46.8878657611666,1.99711489677429
26,11,5,2,30,1e-05,75.6156250000003,3.1896133700148,38.5253265975303,37.7527095109508,1.83310508728027
26,12,1,0,30,0.01,77.5635416666669,0.827996612446628,3.61747510743524,38.2187219996935,1.73309993743896
26,13,4,1,30,1e-05,77.141666666667,0.858266015092583,3.81852716868537,22.2963969337574,2.02311587333679
26,14,2,1,30,0.01,74.2562500000003,0.728648931176166,3.15511311156873,3.1557602009635,1.81810402870178
26,15,2,1,30,1e-05,77.860416666667,5.31741105120229,3.1664058074734,32.1658422689575,1.7170991897583
26,16,2,1,30,1e-05,77.797916666667,2.09049100031337,2.31683004306845,2.96624731659068,2.04011607170105
26,17,5,2,30,1e-04,78.2770833333337,0.195522782917933,21.7494818135882,27.3259055755342,1.82410502433777
26,18,1,0,30,1e-05,76.6364583333336,2.65221671330078,33.264295524872,32.9415838707799,1.61509203910828
